0;0;0;
1;0;0;
2;0;0;
3;0;0;
4;1;1;
5;0;0;
6;0;0;
7;1;0;
8;0;0;
9;0;0;
10;0;1;
11;0;0;
12;0;0;
13;0;0;
14;0;1;
15;0;0;
16;0;1;
17;1;0;
18;0;0;
19;0;0;
20;0;0;
21;0;0;
22;0;1;
23;0;1;
24;1;0;
25;0;1;
26;0;0;
27;0;0;
28;0;0;
29;0;1;
30;0;0;
31;0;0;
32;0;0;
33;1;0;
34;0;0;
35;0;0;
36;0;0;
37;0;0;
38;0;2;
39;0;1;
40;0;1;
41;0;0;
42;1;0;
43;1;0;
44;0;0;
45;0;0;
46;1;1;
47;1;0;
48;0;0;
49;0;2;
50;0;1;
51;0;0;
52;0;1;
53;0;1;
54;0;1;
55;0;1;
56;0;1;
57;0;0;
58;0;1;
59;3;1;
60;0;1;
61;0;1;
62;1;1;
63;0;0;
64;2;1;
65;0;0;
66;1;2;
67;1;0;
68;0;1;
69;1;3;
70;0;0;
71;1;1;
72;1;1;
73;0;3;
74;0;1;
75;1;0;
76;2;1;
77;0;0;
78;1;1;
79;1;2;
80;2;2;
81;1;1;
82;4;2;
83;2;1;
84;4;0;
85;0;1;
86;1;3;
87;0;2;
88;0;5;
89;2;1;
90;0;2;
91;3;0;
92;2;3;
93;1;2;
94;4;6;
95;2;2;
96;0;3;
97;2;2;
98;2;2;
99;3;0;
100;1;2;
101;2;6;
102;0;3;
103;1;5;
104;2;2;
105;0;6;
106;1;5;
107;0;1;
108;2;3;
109;3;5;
110;2;2;
111;0;5;
112;4;2;
113;2;2;
114;1;1;
115;3;2;
116;1;3;
117;3;2;
118;0;3;
119;2;4;
120;3;4;
121;2;1;
122;2;5;
123;1;7;
124;0;2;
125;0;5;
126;1;1;
127;2;4;
128;0;5;
129;2;11;
130;2;4;
131;1;3;
132;3;7;
133;3;7;
134;4;7;
135;6;9;
136;5;6;
137;4;5;
138;1;3;
139;1;6;
140;7;6;
141;5;7;
142;0;9;
143;2;10;
144;5;8;
145;5;5;
146;3;2;
147;7;11;
148;4;8;
149;3;8;
150;12;5;
151;9;10;
152;3;7;
153;3;6;
154;2;5;
155;1;8;
156;2;11;
157;2;10;
158;4;10;
159;5;8;
160;0;7;
161;4;8;
162;6;7;
163;9;9;
164;9;13;
165;5;8;
166;4;13;
167;5;7;
168;4;7;
169;2;6;
170;3;18;
171;3;23;
172;3;16;
173;6;10;
174;10;12;
175;5;15;
176;7;9;
177;5;20;
178;7;21;
179;9;21;
180;5;10;
181;5;18;
182;4;16;
183;7;22;
184;3;19;
185;21;12;
186;6;29;
187;3;8;
188;9;14;
189;7;13;
190;3;11;
191;5;32;
192;7;30;
193;9;13;
194;5;14;
195;6;31;
196;5;16;
197;5;6;
198;6;18;
199;9;27;
200;8;30;
201;9;13;
202;6;17;
203;10;8;
204;11;11;
205;7;19;
206;26;20;
207;13;13;
208;15;28;
209;14;18;
210;19;20;
211;27;27;
212;45;25;
213;59;27;
214;26;21;
215;51;24;
216;32;20;
217;22;29;
218;33;15;
219;56;33;
220;63;32;
221;26;25;
222;37;8;
223;58;12;
224;41;14;
225;45;20;
226;70;17;
227;65;31;
228;43;26;
229;34;31;
230;64;28;
231;60;19;
232;52;16;
233;59;33;
234;90;27;
235;60;18;
236;58;20;
237;68;20;
238;72;19;
239;50;25;
240;50;23;
241;114;27;
242;54;27;
243;54;22;
244;55;21;
245;51;14;
246;24;23;
247;67;26;
248;145;29;
249;39;27;
250;30;15;
251;48;30;
252;38;20;
253;42;30;
254;51;46;
255;97;36;
256;49;25;
257;36;25;
258;68;26;
259;71;18;
260;43;33;
261;101;32;
262;133;43;
263;58;31;
264;37;26;
265;60;40;
266;65;29;
267;43;30;
268;64;44;
269;103;37;
270;62;33;
271;50;34;
272;69;61;
273;105;44;
274;65;52;
275;76;66;
276;127;87;
277;71;76;
278;53;69;
279;95;90;
280;93;91;
281;117;58;
282;126;119;
283;153;138;
284;105;112;
285;97;122;
286;153;140;
287;117;97;
288;74;122;
289;154;244;
290;171;223;
291;114;118;
292;104;123;
293;127;160;
294;101;169;
295;84;146;
296;112;266;
297;159;329;
298;76;167;
299;82;179;
300;83;225;
301;63;186;
302;70;145;
303;138;293;
304;175;332;
305;82;223;
306;82;228;
307;131;265;
308;99;291;
309;80;261;
310;145;410;
311;199;438;
312;97;260;
313;111;272;
314;226;370;
315;164;327;
316;137;289;
317;273;570;
318;287;643;
319;147;389;
320;137;366;
321;185;475;
322;148;430;
323;137;319;
324;252;673;
325;325;758;
326;205;406;
327;191;336;
328;342;484;
329;256;396;
330;223;294;
331;388;520;
332;325;624;
333;219;340;
334;274;326;
335;399;491;
336;329;400;
337;218;321;
338;397;599;
339;426;675;
340;190;339;
341;232;368;
342;291;489;
343;257;360;
344;184;344;
345;397;597;
346;319;729;
347;209;392;
348;244;324;
349;302;433;
350;243;358;
351;225;367;
352;546;506;
353;654;514;
354;314;355;
355;325;358;
356;480;367;
357;413;378;
358;345;340;
359;621;584;
360;594;613;
361;365;410;
362;440;469;
363;438;520;
364;427;428;
365;374;443;
366;674;738;
367;693;795;
368;426;503;
369;431;559;
370;624;685;
371;513;517;
372;443;564;
373;689;949;
374;692;1048;
375;449;590;
376;462;717;
377;605;803;
378;448;707;
379;407;702;
380;745;1185;
381;695;1276;
382;431;742;
383;467;745;
384;659;982;
385;490;778;
386;466;802;
387;919;1333;
388;770;1249;
389;411;796;
390;490;879;
391;678;1074;
392;499;831;
393;465;828;
394;942;1423;
395;818;1332;
396;472;730;
397;531;786;
398;678;1002;
399;564;799;
400;507;789;
401;1009;1328;
402;938;1180;
403;541;722;
404;676;817;
405;855;988;
406;714;809;
407;661;759;
408;1260;1452;
409;1160;1289;
410;659;766;
411;757;920;
412;1100;1177;
413;771;907;
414;808;1024;
415;1567;1900;
416;1361;1661;
417;798;1031;
418;949;1170;
419;1241;1418;
420;888;1168;
421;884;1214;
422;1593;2237;
423;1267;1947;
424;947;1211;
425;1062;1416;
426;1399;1678;
427;1045;1152;
428;1071;1221;
429;1907;2510;
430;1601;2031;
431;1028;1130;
432;1351;1336;
433;1518;1751;
434;1096;1234;
435;1268;1324;
436;2284;2705;
437;1821;2298;
438;1214;1191;
439;1551;1458;
440;1914;1826;
441;1309;1287;
442;1362;1378;
443;2536;2822;
444;2071;2463;
445;1290;1335;
446;1765;1798;
447;2170;2252;
448;1536;1561;
449;1841;1787;
450;3562;3633;
451;2787;2809;
452;1572;1573;
453;2267;2106;
454;2621;2801;
455;1931;1975;
456;2078;2107;
457;4005;4681;
458;3225;3684;
459;1905;1843;
460;2678;2634;
461;3072;3340;
462;2207;2156;
463;2246;2603;
464;4335;5989;
465;3439;4455;
466;2120;2282;
467;2748;3145;
468;3386;3897;
469;2403;2671;
470;2695;3351;
471;4681;7472;
