0;19;0;9;
1;3;55;11;
2;12;9;6;
3;7;3;11;
4;5;1;17;
5;11;0;14;
6;15;0;10;
7;19;1;13;
8;13;26;16;
9;23;0;16;
10;5;9;13;
11;10;3;12;
12;4;21;6;
13;4;0;7;
14;17;5;9;
15;12;1;9;
16;11;132;7;
17;6;1;11;
18;13;0;12;
19;18;0;14;
20;10;0;9;
21;14;16;6;
22;16;0;5;
23;23;0;8;
24;3;6;11;
25;8;0;1;
26;9;0;9;
27;5;29;9;
28;6;0;7;
29;9;14;7;
30;5;4;8;
31;17;0;15;
32;10;77;4;
33;4;3;16;
34;8;0;14;
35;92;17;11;
36;19;3;13;
37;21;1;8;
38;8;15;7;
39;2;57;13;
40;3;2;7;
41;7;6;9;
42;14;1;8;
43;19;2;8;
44;10;15;10;
45;22;0;6;
46;9;0;9;
47;30;90;11;
48;18;3;15;
49;7;0;8;
50;6;1;16;
51;10;10;21;
52;11;0;7;
53;2;0;17;
54;15;2;7;
55;14;2;14;
56;8;0;13;
57;8;2;19;
58;10;8;16;
59;13;7;8;
60;3;0;6;
61;7;0;16;
62;3;8;17;
63;7;9;16;
64;14;34;2;
65;8;21;7;
66;49;2;14;
67;9;0;9;
68;4;59;10;
69;15;10;7;
70;2;1;10;
71;13;4;14;
72;13;19;12;
73;18;6;13;
74;6;0;3;
75;15;14;10;
76;8;0;13;
77;12;3;12;
78;7;0;6;
79;4;0;12;
80;18;11;5;
81;7;17;20;
82;14;2;13;
83;13;3;16;
84;19;7;8;
85;12;6;19;
86;14;37;7;
87;8;50;9;
88;8;4;14;
89;13;32;22;
90;7;0;12;
91;5;4;15;
92;15;0;6;
93;17;1;10;
94;15;0;16;
95;9;14;6;
96;15;0;16;
97;35;7;7;
98;17;0;14;
99;10;1;5;
100;7;16;14;
101;8;1;11;
102;14;63;7;
103;10;57;14;
104;7;1;6;
105;18;4;7;
106;9;58;13;
107;18;0;5;
108;16;0;12;
109;5;0;22;
110;19;0;8;
111;6;8;5;
112;4;0;7;
113;30;0;7;
114;9;22;6;
115;6;6;13;
116;4;30;6;
117;5;0;5;
118;19;8;11;
119;7;1;11;
120;3;18;6;
121;8;59;13;
122;4;1;12;
123;4;4;11;
124;13;6;10;
125;11;51;12;
126;5;0;8;
127;3;1;13;
128;15;0;22;
129;7;32;8;
130;8;2;10;
131;12;0;6;
132;25;2;7;
133;7;11;21;
134;5;22;11;
135;2;16;12;
136;6;0;14;
137;2;2;5;
138;28;6;11;
139;9;0;11;
140;32;0;13;
141;7;0;9;
142;9;5;9;
143;6;13;4;
144;6;21;6;
145;8;5;9;
146;8;22;11;
147;11;0;12;
148;7;0;6;
149;1;49;13;
150;29;2;7;
151;15;2;14;
152;10;14;13;
153;8;0;8;
154;9;0;5;
155;10;23;10;
156;23;39;9;
157;14;2;8;
158;9;3;12;
159;11;0;9;
160;12;11;16;
161;3;10;7;
162;8;0;20;
163;4;2;16;
164;8;11;6;
165;17;22;12;
166;11;0;5;
167;5;39;10;
168;4;0;10;
169;6;0;7;
170;6;29;7;
171;19;5;8;
172;4;0;8;
173;16;0;7;
174;2;3;9;
175;16;3;11;
176;4;0;22;
177;9;0;10;
178;5;15;10;
179;4;0;6;
180;5;4;8;
181;10;1;16;
182;20;16;20;
183;18;0;10;
184;9;8;6;
185;6;5;6;
186;5;9;9;
187;16;0;17;
188;13;0;14;
189;6;18;9;
190;13;0;6;
191;2;0;14;
192;7;0;3;
193;6;1;15;
194;14;84;18;
195;1;24;17;
196;7;16;7;
197;9;0;13;
198;5;23;10;
199;21;7;11;
200;3;0;13;
201;12;1;12;
202;8;4;15;
203;3;1;12;
204;6;14;12;
205;4;1;9;
206;5;3;5;
207;7;0;14;
208;4;0;6;
209;17;29;6;
210;17;14;11;
211;6;49;7;
212;6;1;11;
213;12;7;15;
214;12;12;12;
215;9;0;14;
216;13;1;7;
217;13;8;10;
218;5;0;9;
219;5;1;16;
220;37;3;7;
221;8;44;9;
222;14;15;9;
223;3;5;16;
224;1;8;5;
225;3;1;8;
226;6;4;8;
227;2;58;15;
228;6;13;7;
229;24;0;14;
230;4;1;10;
231;8;0;6;
232;1;0;12;
233;14;0;14;
234;12;0;10;
235;5;0;6;
236;19;0;8;
237;17;10;16;
238;9;1;10;
239;7;1;7;
240;12;15;13;
241;7;52;12;
242;14;6;12;
243;1;1;6;
244;2;1;7;
245;10;10;10;
246;7;3;10;
247;11;11;10;
248;4;0;11;
249;6;0;8;
250;5;0;15;
251;11;114;11;
252;6;57;24;
253;11;5;9;
254;5;2;17;
255;9;8;9;
