0;0;
1;0;
2;0;
3;0;
4;0;
5;1;
6;41;
7;545;
8;3124;
9;13700;
10;36535;
11;58209;
12;40578;
13;32785;
14;17038;
15;9179;
16;6466;
17;5295;
18;5567;
19;5738;
20;6135;
21;5776;
22;6098;
23;7043;
24;9422;
25;12841;
26;18016;
27;24134;
28;30664;
29;39332;
30;49764;
31;60040;
32;73682;
33;83346;
34;94936;
35;103479;
36;115499;
37;125067;
38;134157;
39;135102;
40;134455;
41;134227;
42;138354;
43;148419;
44;161357;
45;169670;
46;174761;
47;170093;
48;165681;
49;160911;
50;165105;
51;173005;
52;181595;
53;184519;
54;181423;
55;170718;
56;167015;
57;163881;
58;162880;
59;162729;
60;156757;
61;147028;
62;138636;
63;131824;
64;126760;
65;118290;
66;114662;
67;109478;
68;103642;
69;95789;
70;90256;
71;85787;
72;83192;
73;78669;
74;74123;
75;67662;
76;64472;
77;60391;
78;55185;
79;51057;
80;47573;
81;44942;
82;42979;
83;40602;
84;38292;
85;34780;
86;33026;
87;32432;
88;31575;
89;29801;
90;29601;
91;28923;
92;28182;
93;28267;
94;27962;
95;25653;
96;23036;
97;21634;
98;20030;
99;19253;
100;18655;
101;17626;
102;16352;
103;15086;
104;14371;
105;12847;
106;13168;
107;13878;
108;14216;
109;13775;
110;13262;
111;12719;
112;11428;
113;10483;
114;9258;
115;8208;
116;7182;
117;6360;
118;6040;
119;5829;
120;6065;
121;5651;
122;5857;
123;5732;
124;5163;
125;4681;
126;4280;
127;4092;
128;3653;
129;3246;
130;2875;
131;2592;
132;2560;
133;2095;
134;2431;
135;2620;
136;2734;
137;2389;
138;2382;
139;2402;
140;2103;
141;1893;
142;1966;
143;2102;
144;2989;
145;6532;
146;14012;
147;13430;
148;8812;
149;3702;
150;1723;
151;2003;
152;2145;
153;1553;
154;1684;
155;3108;
156;5986;
157;9209;
158;16944;
159;12457;
160;6508;
161;2764;
162;1464;
163;1373;
164;1219;
165;1221;
166;1039;
167;1080;
168;1172;
169;1130;
170;1154;
171;1115;
172;1399;
173;1477;
174;1450;
175;1433;
176;1218;
177;1135;
178;1125;
179;1097;
180;1129;
181;1102;
182;1222;
183;1184;
184;1044;
185;1114;
186;1268;
187;1208;
188;1053;
189;1205;
190;1033;
191;947;
192;1190;
193;1681;
194;1947;
195;1743;
196;1636;
197;1281;
198;1072;
199;1005;
200;1126;
201;1374;
202;1393;
203;1386;
204;1588;
205;1408;
206;1532;
207;1571;
208;1795;
209;1967;
210;1945;
211;1526;
212;1710;
213;2065;
214;2232;
215;1919;
216;1701;
217;1278;
218;1436;
219;1461;
220;1492;
221;1362;
222;1235;
223;1198;
224;1836;
225;2333;
226;1887;
227;1400;
228;1990;
229;2611;
230;2502;
231;2579;
232;2617;
233;2464;
234;3460;
235;6149;
236;12518;
237;19934;
238;26049;
239;47538;
240;36012;
241;44407;
242;3610;
243;564;
244;150;
245;103;
246;9;
247;2;
248;0;
249;6;
250;2;
251;0;
252;0;
253;0;
254;0;
255;0;
