0;0;
1;0;
2;0;
3;0;
4;0;
5;0;
6;0;
7;0;
8;0;
9;0;
10;16;
11;82957;
12;56487;
13;3512;
14;6666;
15;4332;
16;4884;
17;3017;
18;497;
19;0;
20;0;
21;1;
22;9;
23;20;
24;2401;
25;35743;
26;123548;
27;190193;
28;79069;
29;266640;
30;320356;
31;351243;
32;365188;
33;352964;
34;312480;
35;159732;
36;284665;
37;278633;
38;258350;
39;222654;
40;190365;
41;149533;
42;95020;
43;118346;
44;106467;
45;94541;
46;82365;
47;72769;
48;65942;
49;52355;
50;61545;
51;61497;
52;63079;
53;60416;
54;57801;
55;50904;
56;42814;
57;46818;
58;45855;
59;40693;
60;34829;
61;29502;
62;26138;
63;20630;
64;21709;
65;20144;
66;19024;
67;17387;
68;15527;
69;13584;
70;11279;
71;12219;
72;12505;
73;12172;
74;11595;
75;11282;
76;10815;
77;8746;
78;9558;
79;9357;
80;8989;
81;8860;
82;8600;
83;8211;
84;7026;
85;7259;
86;8163;
87;7839;
88;7769;
89;7620;
90;7521;
91;6975;
92;7078;
93;7662;
94;8163;
95;8066;
96;7953;
97;7655;
98;7351;
99;6539;
100;7423;
101;7568;
102;7832;
103;7795;
104;8118;
105;7206;
106;6644;
107;7807;
108;8037;
109;7815;
110;8317;
111;8598;
112;7742;
113;6832;
114;7944;
115;8054;
116;8242;
117;8076;
118;8098;
119;7917;
120;7079;
121;8178;
122;8219;
123;8301;
124;8250;
125;8219;
126;8009;
127;6892;
128;8259;
129;8456;
130;8690;
131;8676;
132;8581;
133;8344;
134;7682;
135;8145;
136;8753;
137;8454;
138;8337;
139;8131;
140;7752;
141;6669;
142;7734;
143;7641;
144;7865;
145;7554;
146;8009;
147;9097;
148;6877;
149;7497;
150;7359;
151;7697;
152;7484;
153;7447;
154;7233;
155;6188;
156;7556;
157;7275;
158;7581;
159;7672;
160;6785;
161;6709;
162;6043;
163;6370;
164;6462;
165;6185;
166;6130;
167;5976;
168;5932;
169;5439;
170;5610;
171;6023;
172;6047;
173;5897;
174;5742;
175;5565;
176;5282;
177;4928;
178;5338;
179;5417;
180;5476;
181;5239;
182;5151;
183;4663;
184;4260;
185;4548;
186;4778;
187;4831;
188;4756;
189;4480;
190;4390;
191;3969;
192;4241;
193;4306;
194;4054;
195;4102;
196;4167;
197;3973;
198;3531;
199;3645;
200;3583;
201;3624;
202;3539;
203;3389;
204;3205;
205;2893;
206;3053;
207;3106;
208;3157;
209;3057;
210;3135;
211;3056;
212;2771;
213;3036;
214;3081;
215;2919;
216;2840;
217;2804;
218;2777;
219;2442;
220;2607;
221;2564;
222;2457;
223;2432;
224;2263;
225;2209;
226;1929;
227;2074;
228;2049;
229;2143;
230;2078;
231;2120;
232;2022;
233;1883;
234;2318;
235;2521;
236;2554;
237;2855;
238;2848;
239;4043;
240;3253;
241;7067;
242;14;
243;0;
244;0;
245;0;
246;0;
247;0;
248;0;
249;0;
250;0;
251;0;
252;0;
253;0;
254;0;
255;0;
