0;57;922;6
1;20;2700;18
2;10;575;20
3;10;15;10
4;25;0;20
5;22;0;13
6;26;0;22
7;15;0;13
8;20;0;16
9;11;0;11
10;15;0;15
11;11;0;13
12;11;0;15
13;16;0;9
14;11;0;18
15;9;0;18
16;14;0;19
17;18;0;18
18;17;0;9
19;27;0;14
20;10;0;23
21;12;0;18
22;14;0;26
23;15;0;14
24;10;0;16
25;15;0;18
26;8;0;34
27;9;0;31
28;12;0;18
29;22;0;8
30;18;0;14
31;7;0;22
32;15;0;24
33;23;0;9
34;14;0;24
35;23;0;11
36;17;0;17
37;18;0;11
38;16;0;13
39;15;0;19
40;17;0;26
41;12;0;19
42;12;0;15
43;12;0;11
44;13;0;16
45;10;0;25
46;15;0;19
47;26;0;19
48;15;0;14
49;12;0;12
50;6;0;15
51;13;0;22
52;20;0;13
53;11;0;5
54;17;0;21
55;22;0;19
56;9;0;20
57;16;0;18
58;20;0;20
59;18;0;11
60;28;0;22
61;15;0;23
62;9;0;14
63;12;0;10
64;9;0;21
65;17;0;20
66;11;0;16
67;13;0;18
68;11;0;15
69;11;0;23
70;12;0;10
71;9;0;17
72;4;0;10
73;6;0;21
74;11;0;25
75;15;0;9
76;24;0;20
77;15;0;12
78;19;0;24
79;16;0;15
80;18;0;18
81;32;0;24
82;17;0;19
83;22;0;9
84;9;0;10
85;19;0;20
86;11;0;12
87;17;0;27
88;15;0;13
89;21;0;13
90;22;0;14
91;19;0;22
92;18;0;21
93;10;0;15
94;13;0;17
95;19;0;12
96;20;0;8
97;5;0;40
98;36;0;12
99;18;0;12
100;24;0;17
101;17;0;18
102;9;0;14
103;16;0;19
104;27;0;10
105;6;0;26
106;25;0;10
107;30;0;9
108;10;0;29
109;16;0;14
110;9;0;21
111;18;0;10
112;29;0;19
113;17;0;26
114;20;0;7
115;11;0;14
116;15;0;23
117;21;0;8
118;23;0;14
119;18;0;6
120;12;0;10
121;21;0;32
122;11;0;11
123;19;0;13
124;17;0;19
125;24;0;47
126;18;0;11
127;26;0;22
128;16;0;22
129;9;0;18
130;18;0;11
131;11;0;17
132;10;0;18
133;28;0;24
134;9;0;17
135;20;0;23
136;18;0;5
137;12;0;11
138;6;0;23
139;16;0;14
140;27;0;11
141;8;0;11
142;19;0;8
143;22;0;16
144;12;0;16
145;16;0;12
146;23;0;23
147;27;0;12
148;26;0;15
149;34;0;13
150;13;0;18
151;18;0;13
152;12;0;15
153;15;0;18
154;10;0;17
155;27;0;12
156;9;0;14
157;8;0;9
158;15;0;20
159;33;0;24
160;19;0;16
161;8;0;9
162;13;0;14
163;38;0;9
164;39;0;17
165;17;0;6
166;24;0;10
167;22;0;17
168;10;0;12
169;14;0;24
170;12;0;11
171;20;0;22
172;11;0;11
173;23;0;12
174;16;0;14
175;18;0;14
176;15;0;12
177;18;0;8
178;19;0;29
179;11;0;20
180;26;0;16
181;16;0;12
182;10;0;21
183;17;0;22
184;9;0;19
185;20;0;8
186;24;0;16
187;33;0;12
188;27;0;19
189;22;0;26
190;16;0;17
191;8;0;21
192;14;0;23
193;20;0;12
194;19;0;5
195;15;0;22
196;28;0;17
197;17;0;22
198;21;0;15
199;15;0;25
200;19;0;17
201;16;0;15
202;20;0;9
203;7;0;6
204;11;0;10
205;13;0;10
206;23;0;16
207;10;0;12
208;19;0;18
209;20;0;18
210;22;0;7
211;19;0;17
212;10;0;23
213;21;0;19
214;18;0;9
215;19;0;12
216;22;0;17
217;28;0;7
218;11;0;9
219;21;0;22
220;16;0;27
221;17;0;14
222;13;0;18
223;11;0;15
224;11;0;12
225;15;0;20
226;13;0;9
227;8;0;19
228;29;0;23
229;9;0;29
230;17;0;12
231;11;0;9
232;9;0;14
233;13;0;26
234;11;0;32
235;6;0;10
236;10;0;7
237;16;0;34
238;14;0;15
239;9;0;19
240;8;0;10
241;17;0;17
242;10;0;11
243;9;0;20
244;12;0;27
245;19;0;10
246;24;0;12
247;11;0;16
248;14;0;11
249;12;0;22
250;18;0;19
251;11;0;16
252;19;0;16
253;22;0;18
254;16;0;34
255;13;12;22
