1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;0
8;0;0
9;1;1
10;1;1
11;1;1
12;1;1
13;1;1
14;1;2
15;1;3
16;2;3
17;3;3
18;2;4
19;2;2
20;2;2
21;2;2
22;2;2
23;2;2
24;3;4
25;4;6
26;4;6
27;5;9
28;6;11
29;6;9
30;6;10
31;6;10
32;6;9
33;6;10
34;7;8
35;6.5;10
36;6;10
37;6;8
38;6;8
39;6;11
40;6;10
41;6;9
42;6;9
43;6;11
44;6;11
45;6;10
46;5;7
47;5;7
48;5;8
49;5;7
50;5;10
51;4;5
52;3;5
53;3;5
54;3;7
55;3;5
56;2;3
57;2;3
58;2;3
59;1;2
60;1;3
61;2;3
62;1;2
63;2;3
64;2;4
65;2;4
66;2;5
67;2;4
68;2;5
69;2;4
70;2;4
71;2;5
72;2;4
73;2;3
74;2;3
75;2;3
76;2;4
77;2;6
78;2;5
79;3;6
80;3;8
81;3;5
82;2;6
83;2;3
84;1;2
85;1;2
86;1;2
87;1;2
88;1;2
89;1;2
90;1;2
91;1;2
92;1;2
93;1;2
94;1;2
95;2;3
96;2;4
97;2;4
98;3;4
99;3;6
100;3;6
101;3;6
102;3;5
103;3;7
104;4;8
105;4;6
106;3;9
107;3;1
108;2;3
109;1;3
110;1;2
111;1;2
112;1;1
113;1;2
114;1;1
115;1;1
116;1;1
117;1;1
118;1;1
119;1;1
120;1;1
121;1;1
122;1;1
123;1;1
