1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;1
10;2
11;2
12;2
13;2
14;3
15;3
16;4
17;2
18;3
19;3
20;3
21;3
22;3
23;3
24;3
25;4
26;6
27;7
28;9
29;9
30;10
31;10
32;10
33;9
34;10
35;11
36;8
37;9
38;8
39;8
40;7
41;9
42;7
43;8
44;7
45;7
46;8
47;9
48;7
49;6
50;6
51;6
52;5
53;6
54;7
55;5
56;6
57;4
58;2
59;2
60;2
61;1
62;1
63;2
64;3
65;2
66;4
67;4
68;3
69;3
70;3
71;3
72;2
73;3
74;3
75;3
76;3
77;2
78;3
79;3
80;2
81;3
82;4
83;5
84;5
85;5
86;3
87;2
88;1
89;1
90;1
91;1
92;1
93;1
94;1
95;1
96;1
97;1
98;1
99;3
100;3
101;3
102;5
103;4
104;6
105;5
106;5
107;5
108;6
109;6
110;5
111;9
112;2
113;2
114;2
115;1
116;1
117;2
118;2
119;2
120;2
121;2
122;2
123;2
