1;6
2;7
3;7
4;7
5;7
6;7
7;8
8;8
9;7
10;8
11;9
12;5
13;5
14;5
15;7
16;5
17;6
18;6
19;6
20;5
21;6
22;6
23;7
24;7
25;7
26;8
27;9
28;10
29;8
30;6
31;5
32;5
33;3
34;4
35;3
36;3
37;3
38;3
39;3
40;3
41;3
