1;1
2;1
3;1
4;1
5;1
6;1
7;1
8;3
9;4
10;5
11;6
12;7
13;7
14;6
15;4
16;4
17;5
18;5
19;3
20;4
21;4
22;3
23;4
24;2
25;2
26;4
27;2
28;3
29;2
30;2
31;4
32;5
33;3
34;4
35;5
36;3
37;4
38;2
39;2
40;2
41;2
42;1
43;4
44;1
45;1
46;1
47;1
48;1
49;1
50;1
51;1
52;1
53;0
54;0
55;2
56;0
57;0
58;0
59;0
60;1
61;0
62;0
63;0
64;0
65;0
66;2
67;4
68;3
69;2
70;0
71;0
72;0
73;0
74;0
75;0
76;0
77;0
78;0
79;0
80;0
81;3
82;6
83;7
84;0
85;0
86;0
87;0
88;1
89;4
90;2
91;0
92;0
93;0
94;1
95;2
96;1
97;0
98;3
99;2
100;0
101;2
102;2
103;4
104;0
105;0
106;3
107;5
108;2
109;2
110;3
111;0
112;0
113;0
114;0
115;0
116;0
117;0
118;0
119;0
120;0
121;0
122;0
123;6
124;4
125;0
126;1
127;6
128;3
129;3
130;0
131;0
132;0
133;0
134;0
135;0
136;1
137;6
138;3
139;3
140;1
141;1
142;0
143;0
144;1
145;0
146;2
147;2
148;1
149;1
150;1
151;1
152;0
153;0
154;0
155;0
156;0
157;0
158;0
159;3
160;3
161;5
162;2
163;0
164;0
165;2
166;3
167;1
168;0
169;2
170;6
171;4
172;1
173;0
174;0
175;0
176;0
177;0
178;0
179;0
180;0
181;0
182;0
183;0
184;0
185;0
186;0
187;0
188;0
189;0
190;0
191;0
192;2
193;1
194;0
195;0
196;1
197;3
198;1
199;0
200;0
201;0
202;0
203;1
204;2
205;2
206;3
207;5
208;3
209;4
210;6
211;5
212;6
213;7
214;8
215;12
216;11
217;6
218;8
219;6
220;6
221;6
222;4
223;3
224;2
225;3
226;3
227;1
228;1
229;1
230;1
231;2
232;4
233;5
234;3
235;2
236;3
237;5
238;2
239;2
240;0
241;0
242;0
243;0
244;0
245;0
246;0
247;0
248;0
249;0
250;0
251;0
252;0
253;0
254;0
255;0
256;0
257;0
258;0
259;0
260;0
261;0
262;0
263;0
264;0
265;0
266;0
267;0
268;0
269;0
270;0
271;0
272;0
273;0
274;0
275;0
276;0
277;0
278;0
279;0
280;0
281;2
282;1
283;3
284;5
285;4
286;4
287;2
288;0
289;0
290;0
291;0
292;0
293;0
294;0
295;0
296;0
297;0
298;0
299;0
300;0
301;0
302;0
303;0
304;0
305;0
306;0
307;0
308;2
309;4
310;4
311;4
312;4
313;3
314;6
315;5
316;6
317;8
318;7
319;6
320;5
321;6
322;5
323;5
324;3
325;3
326;3
327;3
328;4
329;5
330;3
331;2
332;3
333;4
334;5
335;4
336;5
337;4
338;4
339;2
340;3
341;3
342;2
343;2
344;3
345;3
346;3
347;4
348;5
349;3
350;5
351;3
352;3
353;3
354;3
355;0
356;0
357;0
358;0
359;0
360;0
361;0
362;0
363;0
364;0
365;0
366;0
367;0
368;0
369;0
370;2
371;0
372;0
373;0
374;1
375;2
376;2
377;1
378;0
379;4
380;5
381;3
382;0
383;0
384;1
385;1
386;0
387;0
388;0
389;0
390;0
391;0
392;3
393;3
394;4
395;4
396;3
397;0
398;0
399;4
400;7
401;7
402;7
403;6
404;8
405;4
406;4
407;3
408;2
409;4
410;5
411;5
412;2
413;0
414;0
415;0
416;0
417;3
418;4
419;2
420;3
421;3
422;1
423;3
424;3
425;4
426;3
427;1
428;1
429;1
430;1
431;1
432;1
433;1
434;1
435;1
436;1
437;1
438;1
439;2
440;2
441;4
442;2
443;0
444;0
445;0
446;0
447;0
448;0
449;0
450;0
451;0
452;0
453;0
454;0
455;0
456;0
457;0
458;0
459;0
460;0
461;0
462;0
463;0
464;0
465;0
466;0
467;3
468;3
469;2
470;5
471;7
472;4
473;4
474;3
475;4
476;3
477;5
478;5
479;4
480;5
481;4
482;5
483;5
484;3
485;4
486;3
487;6
488;5
489;5
490;4
491;5
492;4
493;6
494;7
495;5
496;5
497;6
498;5
499;4
500;6
501;4
502;4
503;5
504;6
505;6
506;4
507;3
508;5
509;4
510;3
511;5
512;5
513;4
514;4
515;5
516;5
517;5
518;6
519;4
520;4
521;4
522;3
523;4
524;4
525;6
526;5
527;6
528;4
529;6
530;5
531;5
532;5
533;4
534;4
535;5
536;3
537;4
538;4
539;4
540;5
541;5
542;5
543;3
544;4
545;5
546;5
547;4
548;3
549;4
550;3
551;4
552;5
553;5
554;4
555;5
556;3
557;4
558;4
559;2
560;5
561;5
562;3
563;3
564;3
565;4
566;4
567;4
568;5
569;3
570;4
571;4
572;8
573;7
574;4
575;6
576;7
577;5
578;4
579;6
580;6
581;6
582;7
583;5
584;4
585;4
586;6
587;8
588;6
589;4
590;5
591;6
592;4
593;3
594;4
595;4
596;4
597;6
598;5
599;4
600;6
601;5
602;6
603;5
