0;2172;1791;24;
1;15;5345;28;
2;19;1200;56;
3;25;46;29;
4;26;0;21;
5;22;0;20;
6;11;0;27;
7;17;0;21;
8;9;0;27;
9;24;0;48;
10;19;0;23;
11;16;0;33;
12;7;0;36;
13;18;0;132;
14;23;0;32;
15;17;0;27;
16;13;0;76;
17;16;0;15;
18;19;0;14;
19;22;0;28;
20;25;0;31;
21;15;0;35;
22;18;0;32;
23;21;0;22;
24;23;0;24;
25;11;0;17;
26;16;0;39;
27;11;0;36;
28;34;0;33;
29;7;0;17;
30;34;0;42;
31;12;0;39;
32;18;0;37;
33;14;0;25;
34;18;0;35;
35;18;0;34;
36;23;0;29;
37;25;0;45;
38;16;0;15;
39;17;0;21;
40;10;0;39;
41;48;0;37;
42;26;0;32;
43;14;0;16;
44;20;0;15;
45;643;0;50;
46;21;0;45;
47;38;0;42;
48;13;0;62;
49;14;0;31;
50;18;0;21;
51;9;0;12;
52;12;0;46;
53;15;0;10;
54;38;0;45;
55;17;0;20;
56;20;0;35;
57;31;0;25;
58;15;0;23;
59;24;0;20;
60;20;0;34;
61;18;0;26;
62;24;0;63;
63;60;0;25;
64;16;0;25;
65;13;0;53;
66;21;0;27;
67;13;0;37;
68;35;0;40;
69;23;0;31;
70;25;0;34;
71;23;0;42;
72;25;0;34;
73;18;0;30;
74;15;0;37;
75;13;0;30;
76;22;0;51;
77;23;0;29;
78;16;0;31;
79;12;0;35;
80;12;0;50;
81;22;0;33;
82;28;0;28;
83;19;0;60;
84;25;0;23;
85;22;0;15;
86;18;0;26;
87;32;0;20;
88;18;0;34;
89;18;0;20;
90;15;0;16;
91;12;0;32;
92;21;0;34;
93;19;0;61;
94;25;0;52;
95;10;0;42;
96;38;0;90;
97;32;0;27;
98;196;0;33;
99;18;0;22;
100;20;0;40;
101;14;0;15;
102;35;0;26;
103;11;0;35;
104;28;0;27;
105;22;0;30;
106;14;0;22;
107;13;0;41;
108;10;0;20;
109;8;0;23;
110;7;0;41;
111;15;0;36;
112;37;0;48;
113;19;0;28;
114;10;0;10;
115;18;0;34;
116;16;0;40;
117;23;0;29;
118;22;0;29;
119;11;0;29;
120;20;0;16;
121;16;0;57;
122;29;0;19;
123;18;0;48;
124;10;0;23;
125;37;0;19;
126;25;0;23;
127;10;0;37;
128;12;0;17;
129;14;0;15;
130;22;0;17;
131;20;0;28;
132;21;0;22;
133;29;0;25;
134;22;0;27;
135;16;0;26;
136;18;0;37;
137;17;0;30;
138;18;0;28;
139;23;0;29;
140;16;0;19;
141;22;0;28;
142;31;0;33;
143;13;0;15;
144;23;0;24;
145;9;0;30;
146;36;0;27;
147;61;0;19;
148;20;0;35;
149;53;0;16;
150;27;0;30;
151;24;0;35;
152;34;0;29;
153;18;0;18;
154;9;0;28;
155;23;0;26;
156;13;0;37;
157;22;0;36;
158;16;0;15;
159;33;0;29;
160;29;0;54;
161;20;0;68;
162;31;0;39;
163;22;0;28;
164;24;0;35;
165;20;0;54;
166;22;0;30;
167;29;0;27;
168;8;0;90;
169;26;0;37;
170;18;0;17;
171;18;0;29;
172;15;0;26;
173;22;0;12;
174;17;0;20;
175;10;0;46;
176;18;0;27;
177;15;0;33;
178;14;0;34;
179;12;0;32;
180;13;0;22;
181;28;0;19;
182;27;0;20;
183;30;0;29;
184;12;0;48;
185;14;0;33;
186;14;0;17;
187;50;0;174;
188;9;0;26;
189;26;0;35;
190;16;0;34;
191;21;0;20;
192;37;0;42;
193;20;0;49;
194;11;0;15;
195;24;0;40;
196;7;0;24;
197;20;0;13;
198;26;0;32;
199;42;0;34;
200;217;0;37;
201;25;0;31;
202;23;0;46;
203;20;0;19;
204;24;0;66;
205;20;0;30;
206;9;0;25;
207;24;0;25;
208;20;0;30;
209;13;0;38;
210;18;0;25;
211;7;0;30;
212;14;0;55;
213;14;0;30;
214;22;0;15;
215;11;0;37;
216;8;0;18;
217;15;0;51;
218;28;0;36;
219;11;0;16;
220;10;0;26;
221;16;0;27;
222;43;0;48;
223;11;0;27;
224;42;0;26;
225;13;0;17;
226;12;0;31;
227;19;0;22;
228;12;0;13;
229;21;0;36;
230;14;0;27;
231;13;0;40;
232;21;0;32;
233;23;0;36;
234;14;0;27;
235;15;0;22;
236;17;0;29;
237;17;0;19;
238;15;0;112;
239;19;0;32;
240;19;0;32;
241;10;0;32;
242;18;0;32;
243;19;0;44;
244;23;0;30;
245;27;0;27;
246;13;0;11;
247;28;0;29;
248;20;0;105;
249;94;0;31;
250;15;0;26;
251;56;0;24;
252;17;0;42;
253;25;0;27;
254;11;0;23;
255;22;2;38;
